,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
2937,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,92.85,0
4499,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.3,1
1132,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,104.05,1
6309,0,Yes,No,71,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.6,0
891,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,103.85,1
6392,0,Yes,Yes,60,No,No,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.75,0
3674,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.8,1
4151,1,No,No,57,No,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.0,0
4392,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.2,0
2990,0,No,No,10,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,33.9,1
1979,0,Yes,Yes,45,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.0,0
1708,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.4,1
711,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,81.0,0
6156,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Others,85.8,0
3761,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Others,82.65,0
336,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,104.6,1
22,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.15,1
6618,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Others,86.65,0
5740,0,Yes,Yes,69,No,No,DSL,Yes,No,Yes,Yes,Two year,No,Others,39.1,0
3647,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,0
4279,0,Yes,Yes,25,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Others,25.4,0
4720,1,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,No,Electronic check,102.1,0
6108,0,No,No,18,No,No,DSL,No,No,No,No,Month-to-month,No,Others,25.15,0
3306,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.0,0
3886,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Yes,Others,106.85,0
4768,1,Yes,Yes,71,Yes,No,No,No,No,No,No,Two year,No,Others,19.8,0
3084,0,No,No,9,Yes,No,No,No,No,No,No,One year,Yes,Others,20.15,0
1971,0,No,No,20,Yes,No,No,No,No,No,No,One year,Yes,Others,19.35,0
6640,0,Yes,Yes,28,No,No,DSL,Yes,No,Yes,Yes,One year,No,Others,50.8,0
4522,0,Yes,No,30,Yes,No,No,No,No,No,No,One year,No,Others,20.7,0
4039,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.1,0
1643,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,0
4544,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.55,1
3977,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,110.1,0
6452,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Others,87.75,0
3398,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Others,100.7,0
2465,0,No,No,1,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,35.25,1
556,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.9,0
1538,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,100.85,1
6130,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,64.9,0
5560,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Others,94.15,0
428,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,75.6,0
1683,0,Yes,Yes,23,Yes,No,No,No,No,No,No,Two year,No,Others,19.6,0
429,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,One year,No,Others,58.25,0
5787,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.55,1
6462,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,95.65,1
6773,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,92.5,1
2011,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.7,0
2986,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,Two year,Yes,Others,69.05,0
813,0,Yes,Yes,34,No,No,DSL,Yes,No,No,No,One year,No,Others,30.4,0
2994,0,Yes,No,62,No,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,38.6,0
5111,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Others,85.5,1
4436,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.6,0
1323,0,Yes,No,71,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.65,0
6783,0,No,Yes,21,No,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,53.15,0
4929,1,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Others,84.0,0
6858,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.1,1
3039,1,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,64.45,0
3748,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Others,78.9,0
3125,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.0,0
3733,0,No,Yes,25,No,No,DSL,Yes,No,No,Yes,Two year,No,Others,35.05,0
2931,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,105.35,0
4256,0,Yes,No,70,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,26.0,0
4203,0,No,Yes,7,Yes,No,No,No,No,No,No,One year,No,Others,20.05,0
157,0,Yes,Yes,22,Yes,No,No,No,No,No,No,One year,No,Others,20.15,0
6717,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,100.6,1
6216,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,71.6,0
1764,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Others,75.7,0
4792,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,106.25,1
6455,0,Yes,No,59,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,0
1735,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,114.45,0
2972,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,65.25,0
628,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,111.65,0
3920,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Others,86.4,0
5049,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.2,1
4322,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,0
6229,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Others,85.45,0
6268,0,No,No,22,Yes,No,No,No,No,No,No,One year,No,Others,20.85,0
1060,0,Yes,Yes,26,Yes,No,No,No,No,No,No,One year,Yes,Others,20.05,0
4070,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,0
1239,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Others,58.7,0
3409,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,0
5414,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Others,105.65,1
4927,0,Yes,No,30,Yes,No,No,No,No,No,No,Two year,No,Others,19.05,0
4682,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Others,88.3,1
4073,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.45,1
4765,0,No,No,37,No,No,DSL,No,No,No,No,Two year,No,Others,35.8,0
6480,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Others,53.45,0
3573,0,Yes,Yes,28,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.55,0
252,1,Yes,No,1,No,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,40.2,1
3562,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.8,1
6586,0,Yes,Yes,45,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.65,0
6098,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,One year,Yes,Others,75.9,0
1131,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Others,64.7,1
5828,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,Two year,No,Others,24.45,0
4806,0,No,No,67,Yes,No,No,No,No,No,No,One year,Yes,Others,19.45,0
783,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.2,1
5249,0,No,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,67.2,0
5036,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,85.35,1
2097,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.05,0
1618,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.75,1
1041,0,No,Yes,16,Yes,No,No,No,No,No,No,One year,Yes,Others,19.3,0
4647,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,45.25,0
3825,0,Yes,Yes,52,Yes,No,No,No,No,No,No,Two year,No,Others,19.35,0
6292,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,One year,No,Electronic check,100.0,0
6800,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,No,Others,105.95,1
2679,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,1
6161,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Others,74.35,0
1624,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,98.25,1
433,0,No,No,12,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.4,1
4977,0,Yes,Yes,24,Yes,No,No,No,No,No,No,One year,Yes,Others,20.8,0
5858,0,No,No,61,Yes,No,No,No,No,No,No,One year,No,Others,19.45,0
5794,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Others,109.75,0
4666,0,No,No,25,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.2,0
1425,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,0
5356,0,Yes,No,26,No,No,DSL,Yes,No,Yes,No,One year,No,Others,35.4,0
1591,0,No,No,17,Yes,No,No,No,No,No,No,Month-to-month,No,Others,21.1,0
2973,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.15,1
5331,0,Yes,Yes,44,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,54.05,0
6758,0,No,No,27,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.4,0
4949,0,No,No,5,No,No,DSL,No,Yes,No,No,Month-to-month,Yes,Others,51.0,1
301,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.45,1
5563,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.15,0
1226,0,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,No,Others,24.65,0
3129,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Others,95.0,0
1662,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,1
6504,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,79.25,1
6173,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Others,91.0,0
4674,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,One year,No,Others,50.35,0
293,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,89.35,0
1198,0,No,No,42,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.75,0
6487,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Others,94.35,0
1918,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.95,0
4440,0,No,No,43,Yes,No,DSL,No,Yes,No,No,Two year,Yes,Electronic check,60.0,0
1498,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.65,1
3523,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,112.1,0
3615,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.75,1
5386,0,No,No,10,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.8,0
594,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,45.6,0
4649,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Others,108.95,0
5597,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Others,90.5,1
5191,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,91.1,0
4429,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,79.7,0
2267,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,113.65,0
2743,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,0
394,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.05,0
2800,0,Yes,Yes,20,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.35,0
3546,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Electronic check,83.2,0
6083,1,Yes,Yes,64,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.4,0
2388,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.45,0
561,0,Yes,No,3,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Others,23.6,0
3381,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,One year,Yes,Others,79.85,0
5900,0,Yes,Yes,37,No,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Others,40.2,1
363,0,No,No,47,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.55,0
1786,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Others,84.25,1
1984,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,90.9,1
818,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,1
449,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,No,Others,105.5,0
384,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Others,108.1,0
4766,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,113.15,0
6632,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,62.65,1
5567,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Others,103.0,0
3858,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Others,86.95,0
542,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.55,0
401,0,No,No,11,Yes,No,No,No,No,No,No,One year,No,Others,20.05,0
6058,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.9,0
324,0,No,No,69,No,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,60.05,0
886,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,0
4853,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,94.45,0
946,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.5,0
4493,0,No,Yes,18,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.3,0
6464,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Others,70.35,0
4658,0,No,No,8,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,44.45,0
6969,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.5,1
6096,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,0
5168,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.8,1
2014,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,No,Others,61.8,0
4769,0,Yes,Yes,35,Yes,No,No,No,No,No,No,One year,No,Electronic check,19.9,0
3657,0,Yes,Yes,37,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.1,0
6182,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,88.7,0
3909,0,No,No,11,Yes,No,No,No,No,No,No,Two year,No,Others,19.55,0
1974,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1
4836,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Others,78.35,0
5896,1,Yes,No,71,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.45,0
2056,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Others,81.0,0
5766,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,One year,No,Others,60.0,0
4968,1,Yes,Yes,68,No,No,DSL,No,Yes,Yes,No,Two year,Yes,Electronic check,53.0,0
5133,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.25,1
282,0,No,Yes,1,Yes,Yes,No,No,No,No,No,Month-to-month,No,Others,25.4,0
1876,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,One year,Yes,Others,95.2,0
3671,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1
2833,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Others,61.15,0
3813,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Electronic check,105.0,0
2466,0,Yes,Yes,60,Yes,No,No,No,No,No,No,Two year,No,Others,20.55,0
2719,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Others,72.6,0
6647,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,Two year,No,Others,77.55,0
5608,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,One year,No,Others,54.15,0
2387,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.3,0
3854,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Others,109.65,0
568,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.25,1
62,0,Yes,No,72,No,No,DSL,Yes,Yes,Yes,No,Two year,No,Others,42.1,0
6613,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.4,0
2579,0,No,No,48,Yes,No,No,No,No,No,No,Two year,No,Others,20.15,0
2238,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.85,0
4984,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Others,59.65,0
1030,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,69.75,0
2509,0,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.25,0
2933,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.0,0
1650,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Others,85.8,1
3488,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Others,59.9,0
6284,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,93.5,0
3123,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,69.95,0
3035,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,0
931,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,No,Others,80.6,0
6188,0,No,No,18,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.05,0
2399,0,Yes,No,12,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,49.85,0
3231,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Others,84.45,0
2496,0,No,No,18,Yes,No,No,No,No,No,No,Two year,No,Others,20.05,0
4515,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,83.2,0
6100,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,99.05,1
1701,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Others,102.45,1
2944,0,No,No,12,No,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Others,50.95,0
6079,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,54.1,0
2870,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,107.95,0
2817,0,Yes,No,41,Yes,No,No,No,No,No,No,Two year,No,Others,20.65,0
3004,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,89.15,1
6126,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,95.9,1
1469,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Others,98.8,1
786,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Two year,No,Others,55.3,0
1983,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,One year,No,Others,80.85,0
3315,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,107.35,0
3402,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.95,1
3475,0,Yes,Yes,2,Yes,No,No,No,No,No,No,One year,No,Others,20.3,0
248,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Others,48.55,1
6204,0,No,No,13,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,25.15,0
2859,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,88.55,0
437,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,114.05,0
1547,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,107.5,1
2149,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,101.1,0
6024,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,91.5,1
815,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,84.6,0
2623,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Others,80.55,0
3752,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,59.2,0
4638,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,1
5574,0,No,No,41,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.45,0
5059,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.15,1
128,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.75,0
4130,0,No,No,10,No,No,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.25,0
307,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Two year,No,Others,75.55,0
2366,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,1
5970,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.15,0
3033,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Others,110.8,0
235,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Month-to-month,Yes,Others,54.4,1
398,1,No,No,33,No,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,0
5370,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,90.8,0
3645,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.05,0
3461,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.7,0
4400,0,Yes,Yes,7,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,0
3474,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.75,0
5862,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,70.5,0
1325,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1
